379500745	ucdt	The main server, where all your dreams come true and are quickly crushed by your friendly neighborhood bandit.
381135822	ucdt	Core Body Temperature
381413852	ucdt	Ascend
381817726	ucdt	No escape
383082889	ucdt	Skin: Aviator Cap
384045918	ucdt	If this is used near a campfire or furnace it will ignite it.

[Dev Note] This item cannot be equipped and must be used in the inventory by right clicking on it.
384865466	ucdt	Apply
385084500	ucdt	Gamepad Axis X+
385235917	ucdt	Green Camo Jeans
385540608	ucdt	Minor Bleeding
385900069	ucdt	Pleasant Valley
387880108	ucdt	TOTAL
388963073	ugdt	Camo Green Cap
394031480	ucdt	PoliceCar Headlights
396602745	ugdt	Blue Camo Backpack
396967278	ucdt	WeaponOptic
397101537	ucdt	Doubletap
397777839	ugdt	Event Ticket-25 Pack
400310024	ugdt	Skin: White Battle Royale "With Cheese" T-Shirt
402204147	ucdt	Rabbit Sandwich
405070189	ucdt	Helps the immune system to cope with normal, everyday stress. 
405842742	ucdt	VK_OEM_8
406576940	ucdt	You are overheated and are losing hydration.
407448314	ucdt	Flare
410128404	ugdt	Marsh Camo T-Shirt
410202884	ucdt	Loner's Road
411425997	ucdt	Battle Royale - Charlie
412587879	ucdt	Red Flannel Shirt
412871127	ucdt	Lacerated
413931340	ugdt	Blue and Orange T-Shirt
414148422	ucdt	Chicken with Noodles
416192136	ucdt	Infect
417642021	ucdt	Server 20 Description
418593435	ucdt	P
419570972	ucdt	This bow, along with arrows, will provide offense at range.
422068162	ucdt	F10
423086107	ucdt	Gamepad Axis RY-
426612213	ucdt	ChangeToSeat12
428038627	ucdt	These brackets can be used in building structures.
433066182	ucdt	Ground coffee can be brewed in a campfire with purified water.
437471373	ucdt	Vanilla H1Z1
438102543	ucdt	Swizzle
441509654	ucdt	De Soto Service Stop
442555069	ucdt	This action is not available at this time. Please try again later.
443118860	ucdt	Dark day
444098389	ucdt	Plant
444323335	ucdt	OffRoader
444664520	ugdt	Blackberry Juice
445907936	ucdt	If left unattended this can capture small game animals and yield a small amount of raw meat.
447853465	ucdt	W
448760994	ucdt	There has been an error processing your purchase.
450973740	ucdt	Deserted
453714727	ugdt	Skin: Maroon Trucker Cap
454290298	ugdt	Skin: Red Flannel Shirt
454706306	ucdt	Previous Weapon
455162627	ugdt	Shed Door
455325899	ucdt	POI.Cranberry
458038618	ucdt	Brutality
458189533	ucdt	Heat Stroke
459468420	ucdt	Low Immunity Boost
459676363	ugdt	Skin: Aviator Cap
463584605	ucdt	Server 49 Description
464047200	ucdt	Auto Run
464388631	ucdt	Y
468539258	ucdt	POI.RanchitoTaquito
472378604	ucdt	Server 50 Description
472704827	ucdt	This can be used in crafting.
472840455	ucdt	Wildlife
474416720	ucdt	You have eaten some food that was tainted and are sick
475983773	ucdt	You must have a sewing kit.
475985439	ucdt	Wrecked Sedan
483291064	ucdt	Blackberry
484703286	ucdt	CURRENT %0: <font color="#7FF4FF">%1</font>
484717456	ucdt	Grat's Premade Grits & Corn
489066150	ugdt	Graupmann's Sliced Carrots
490309963	ucdt	Hatred
490381443	ugdt	Elite Bag
493393387	ucdt	Red Motorcycle Helmet
497326343	ucdt	Still Alone
498235320	ugdt	Grat's Spicy Chili
499416958	ucdt	FreeLook
500164429	ugdt	Shack
501632873	ucdt	Blue Jeans
501763836	ucdt	Dumpster
502661614	ucdt	Gamepad Slider1 -
502929727	ucdt	This precision compass shows accurate cardinal and ordinal directions.
508060783	ucdt	SALE!
509059558	ucdt	Shotgun Shell
509344186	ucdt	Event tickets allow admission to special servers and game events, such as Battle Royale.


509819996	ucdt	POI.PleasantValley
510375985	ucdt	Junja
511264717	ucdt	CockpitFreeLook
512214531	ucdt	Open Bag
512371540	ucdt	Toggle Fullscreen
513054103	ucdt	Survivor
513761257	ugdt	All-in-One Cold Medicine
514991272	ucdt	Skin: Brown Leather Outback Hat
515670346	ucdt	How long it takes to chamber each round.
516696380	ugdt	Rigged Light
516929473	ugdt	Pork Sausage with Gravy
517013251	ucdt	ModeChange
520445603	ucdt	This can be used to filter contaminated water.
523446066	ucdt	M1911A Schematic
523935806	ucdt	Left Shift
524386458	ucdt	TAX
524521038	ucdt	Cancel
524662094	ucdt	Use Grenade
524814120	ucdt	You are feeling hot and are sweating a little. Don't forget to hydrate.
526064321	ucdt	This RoyBlaster Guitar features a two-piece alder body finished in nitrocellulose lacquer.
529662215	ugdt	Skin: Starred Army Shirt
534448389	ucdt	Flesh
535626458	ucdt	Numpad 9
536389578	ucdt	QUANTITY
538059559	ucdt	First Aid: Healing
546846113	ucdt	HUD Resources
547529852	ucdt	Mom's Pink Salmon
550478366	ucdt	SquadPC
551442320	ucdt	Ethanol Torch
551635706	ucdt	Folkvangr
551952202	ucdt	Red Battle Royale T-Shirt
552483163	ucdt	Last Hope
552645863	ucdt	Horn that fits the PoliceCar
552745245	ugdt	Empty Canteen
554636838	ucdt	Last Stand of the Cohhilition
560301620	ugdt	Metal Wall (Test)
561434717	ucdt	Event Ticket-10 Pack
562044089	ugdt	PoliceCar Trunk
563553215	ucdt	Server 44
564726565	ucdt	If an empty bottle is placed inside, this will slowly collect drinkable water.
565160506	ucdt	BEST VALUE
569395431	ucdt	Inhumanity
569651616	ucdt	Loot Cache
569832746	ugdt	PickupTruck Headlights
571476374	ucdt	Server 2
572973420	ugdt	Offroader Motor
573425779	ucdt	Battle Royale - X-Ray
574385742	ucdt	Previous Track
576022123	ucdt	Server 31
580320247	ucdt	Mitch's Battle Royale Test Server
580805474	ugdt	Supercalifragilisticexpialidocious Disestablishmentarian Lateral Kinetic Impact Enhancer
582677488	ucdt	Menu No. 16;

Meal Ready-To-Eat, Individual;

US Government Property; Commercial Resale Is Unlawful

[Replenishes a small amount of energy]
583521753	ucdt	Airdrop Ticket-3 Pack
588931686	ucdt	Bandit
589564004	ucdt	Campfire
591480383	ucdt	This basic lock will allow those with permission to set if other people can use it or not.
592760511	ugdt	TV Stand
594349885	ucdt	Case of Beets
595190900	ucdt	Battle Royale Ticket
595553858	ucdt	Mouse Button 8
597547925	ugdt	Gray Camo T-Shirt
599708128	ucdt	F5
601909675	ucdt	Gear Slot 9
604048854	ucdt	Mystery Bag
604288140	ucdt	Weapon Repair Kit
606237816	ucdt	IO.Door.HeavyMetal
606386202	ucdt	Hyperthermia
610001547	ucdt	REDEEM NOW
611972237	ucdt	This can be used to make tools, weapons, and construction materials.
612087878	ucdt	Empty Syringe
613379491	ucdt	VehicleAbility
614559191	ucdt	Server 27 Description
615739725	ucdt	Issuer
620776547	ucdt	Wildlife - Tier 1
624237266	ucdt	Mouse Button 5
625010795	ucdt	Vehicle.Fuel
625295702	ucdt	Headlights
625448614	ugdt	Coffee
626869770	ugdt	Green Flannel Shirt
632731729	ugdt	Sewing Kit
633480165	ugdt	Ramp
637066695	ucdt	[[*key*]] Harvest [*target*]
639481644	ucdt	ChatPlatoon
641979118	ucdt	Pellet Count
645711899	ugdt	Blood Test Kit
648042806	ucdt	Server 46 Description
648203202	ucdt	Gear Slot 10
651870451	ucdt	H1Z1 Adv.
654892015	ucdt	Red Hat
659528571	ucdt	This hammer can be used as a weapon or to repair damaged structures.
660377668	ucdt	<[*key*]> to use
660537436	ucdt	The NGTZombies Horde Server
660899711	ucdt	Select
661836064	ucdt	Motor
662552259	ugdt	Deer Steak
664286346	ucdt	*cough* *cough*
665160994	ucdt	TV Stand
668975295	ugdt	Basic Backpack
669093933	ucdt	Water Well
669464590	ucdt	Set Access Code
673468758	ucdt	Crowbar
675300331	ucdt	Makeshift Shotgun Trap
676640630	ucdt	Small.Player.Structure.With.Decay
676756833	ucdt	OEM_JUMP
679233903	ucdt	[[*key*]] Extract Blood
679234702	ucdt	An overall measure of your health.  When zero is reached you will die.
679377515	ucdt	Spear
679862487	ucdt	YawRight
684254435	ugdt	Maroon Trucker Cap
684855883	ucdt	Zombie stomach
686086322	ugdt	Lemon Pound Cake
686829764	ucdt	X
686927866	ucdt	Items
687454645	ucdt	Trout
689522138	ucdt	Tan Camo Military Backpack
690296544	ucdt	Deer Bladder
690476302	ucdt	Rotten Chicken
690937467	ucdt	Black Battle Royale "With Cheese" T-Shirt
691658942	ucdt	Container
692153172	ucdt	If placed out for a period of time this will ferment into moonshine.
695487625	ucdt	Mors
695664718	ucdt	Masshou
696071714	ugdt	Charcoal
696163782	ucdt	TRIAL UNAVAILABLE RIGHT NOW
698376673	ucdt	Server 19
698614809	ucdt	Flashlight
699898480	ugdt	POI.PleasantValley
699968495	ugdt	Bear Steak
700792620	ucdt	Gamepad Axis Z-
704273008	ucdt	Carving Knife
705129224	ucdt	ATTN
705539842	ucdt	ChangeToSeat8
705562028	ucdt	Tent
709271054	ugdt	Flare
711672950	ucdt	Razor Tee
715129844	ucdt	There are no items in this category or search result...
716874522	ucdt	Server 14
716923364	ucdt	Dresser
717398703	ucdt	Knife
717411672	ucdt	Corn can be used for food, ethanol, or moonshine.  It can also be set out to dry to create more corn seeds.
717464556	ucdt	This furnace can be used to melt down scrap metal into workable metal bits.  Wood or charcoal must be in the furnace to burn.  You can ignite it by hitting it with a torch or using a lighter.
719274382	ucdt	Animal Fat
720089843	ucdt	Brokenlands
720592392	ucdt	F
723445492	ucdt	OverheatedTimer
723562702	ucdt	Server 6 Description
726263868	ucdt	Gamepad Axis RX+
726629443	ucdt	Numpad Equal
729763398	ucdt	Skin: Black Battle Royale "Irish Style" T-Shirt
732608953	ugdt	20m Dirt Foundation (test)
734160060	ucdt	Set it on fire!
735174200	ugdt	White Striped Motorcycle Helmet
736422379	ucdt	Humanity
737671949	ugdt	Zombie
740991843	ucdt	Hunkerdown
742262346	ugdt	Skin: Red and Blue Racing Helmet
743108465	ucdt	Extra items can be stored inside of this container.  Anyone can access the container so be sure to place it somewhere secure.
743355765	ucdt	Pause
743558787	ucdt	Gray Camo T-Shirt
744247719	ucdt	Doomsday
744541321	ugdt	POI.Cranberry
747492996	ugdt	Moonshine
749039082	ucdt	Affliction
749519137	ucdt	USE CREDIT CARD (SELECT PLAN BELOW)
750561020	ucdt	Gamepad Axis RZ+
752667975	ucdt	ORDER ID
756380371	ucdt	8
756445722	ucdt	STATION CASH PURCHASE
757592549	ucdt	Barricades can be placed use to cover the windows of most residential homes.
757982656	ucdt	Prey
759885622	ucdt	Server 48
760320845	ucdt	Green Trucker Cap
760439135	ucdt	OEM_CLEAR
765338064	ucdt	This branch can be used as a weapon or can be used to craft torches and spears.
767486608	ugdt	Green Beanie
767977914	ucdt	ChangeToSeat7
772225070	ugdt	Blue Flannel Shirt
772361346	ugdt	.44 Magnum Round
772638187	ucdt	This delicious slice of pie will refill a good deal of energy and hydration.
773381829	ucdt	Server 17 Description
775175262	ucdt	Right Alt
775311130	ucdt	Standard government issue hand restraints.
777101164	ucdt	Name Rejected
777211344	ucdt	Server 36 Description
780308301	ucdt	Gray and Blue T-Shirt
782014481	ucdt	Green and Yellow Cap
784690318	ucdt	[[*key*]] Drink Stagnant Water
788500380	ucdt	Suanggi
789643746	ucdt	Accept
790480380	ucdt	Cold Blooded
790576748	ucdt	Server 8
791219194	ucdt	We could not retrieve the appropriate information. Please try again.
791713347	ucdt	Winchester
794307809	ucdt	You do not have an empty syring.
796128636	ucdt	Black Battle Royale "Irish Syle" T-Shirt
796468342	ugdt	Raw Meat
796869583	ucdt	This schematic can be used to create a new AR15 Assault Rifle.
799048623	ucdt	UNLOCK
805893296	ugdt	Skin: Camo Green Cap
806162958	ucdt	Select a credit card from on file, or add a new card to your account.
806594786	ugdt	Green Trucker Cap
810796193	ucdt	Dead End
811083777	ucdt	Gamepad Axis RX-
811190344	ugdt	Punji Sticks
813837847	ucdt	Over the counter cough and cold medicine to help ease your symptoms.
818413412	ugdt	Swizzle
818846581	ugdt	Skin: Green Trucker Cap
819833282	ucdt	VoiceChatCustom
824576986	ucdt	Duct tape can be used to bind thing together.
826384515	ucdt	Horn
827628987	ucdt	BloodSky
828531935	ucdt	[[*key*]] Search [*target*]
832599044	ucdt	Persephone
836542218	ucdt	An enlarged pouch that fits tightly around your waist.
837589076	ucdt	Server 30
838762003	ucdt	PREVIEW
841873006	ucdt	A standard size backpack made from durable polyester and corduroy. 
841966597	ucdt	This spear can be used as a weapon which can give a greater attack range.
843481543	ucdt	For those who like their chili hot to the touch with scorching after effects. If it doesn't burn, then it's not real chili. 

[Replenishes a small amount of energy]
844079040	ucdt	Wooden Door
844760054	ucdt	You do not have permission to use this.
846019631	ugdt	Multi-Vitamins
846177589	ucdt	Health
847555282	ucdt	Tartarus
847615409	ucdt	Chainsaw
848272305	ucdt	BUY NOW
851089867	ugdt	Camo Tan Cap
852845314	ugdt	Improvised Compass
854729541	ucdt	Vehicle Battery
855040238	ucdt	Battle Royale - Yankee
861758960	ucdt	Execute
865580016	ucdt	Nail Bat Schematic
866628614	ucdt	Blue Camo Beanie
868358614	ucdt	LIMITED TIME OFFER
869345087	ugdt	Wooden Arrow
873207962	ucdt	This basic cap can be worn or shredded into cloth scraps.
875819386	ugdt	Empty Syringe
876471696	ucdt	Decay
876671838	ucdt	Tan Canvas Outback Hat
877719887	ucdt	Barbed wire can be placed and will damage anything that passes through it.
881922579	ucdt	Battle Royale - Mike
884649093	ucdt	This is enough biofuel to fill up a quarter of a tank.
885053321	ucdt	Print
885996420	ucdt	Primarily used for breaking down doors and windows. 
887518514	ucdt	Metal Shed
889129054	ucdt	CockpitLookLeft
890971064	ucdt	Iron Sight Zoom
893040497	ucdt	Page Up
898439754	ugdt	Stagnant Water
904652079	ucdt	First aid kits can be used to clean and dress wounds which will allow you to regain your health over time.
905849419	ucdt	FactionVS
907338801	ucdt	Web Forward
908485860	ugdt	First Aid Kit
911841567	ucdt	RollLeft
914687308	ucdt	H1Z1 Beanie
917250143	ucdt	Blue Trucker Cap
920573330	ucdt	Till Ground
921888118	ucdt	Touroku
921936701	ugdt	Gray Star T-Shirt
923603795	ucdt	Basic Shack Door
926235960	ucdt	Corn
929066793	ucdt	Wolf Meat
932067866	ugdt	Orange Racing Helmet
932148524	ucdt	You have purchased
935522939	ugdt	Resting
938701708	ucdt	Placable
939495546	ucdt	Server 28
940208634	ugdt	Bear Meat
940989731	ucdt	F21
943830538	ucdt	3. REVIEW
951740087	ucdt	Stagnant Water
952209788	ucdt	CONGRATULATIONS!
952926951	ugdt	Deer Scent
953284736	ucdt	Aftermath
954631424	ucdt	KSUX 69.0 FM Radio
954658533	ugdt	Shotgun
962170997	ucdt	Roels Sliced Beets
963031869	ucdt	Drink at your own risk.
963056230	ucdt	This is crystalline substance that can bring on surges of energy.
963609818	ucdt	An agent that either kills or inhibits the growth of a microorganism, primarily used as a treatment for infections.
963628938	ucdt	IncrementMinimapZoom
963849094	ucdt	ToggleHudIndicators
965720126	ucdt	BBQ Chicken Sandwich
968283812	ucdt	BleedingTimer
968897888	ucdt	Use Ability
969338605	ucdt	Empty Canteen
969568802	ugdt	POI.KSUX69.0FMRadio
970073605	ucdt	Coffee With Sugar
973722026	ucdt	Error creating new order. Please try again later.
981792459	ucdt	Black Backpack
981846371	ucdt	Garbage Can
987005956	ucdt	M1911A Schematic
990123135	ugdt	Skin: Brown Flannel Shirt
990918702	ucdt	ChangeToSeat8
991213211	ucdt	After a five second arming time, this will explode when something is within 2 meters doing massive damage.
994779737	ucdt	Congratulations
997053669	ucdt	Satchel
998146887	ucdt	Extracted Infected Blood
999576073	ucdt	ORDER QTY <font color="#FFFFFF">X %0</font>
1000738484	ucdt	Black Feather
1004829767	ucdt	Server 11 Description
1005291861	ucdt	Repair
1005538613	ucdt	Brown Jeans
1006934702	ucdt	Headlights
1008702617	ucdt	Battle Royale - Sierra
1012245940	ugdt	Test Shoes
1014437112	ugdt	Used Syringe
1015160260	ucdt	H1Z1 Severe
1015889874	ucdt	Exodus
1016478215	ucdt	Darkwood
1017755753	ucdt	Use Thermometer
1018262803	ucdt	Handcuffs
1019554687	ucdt	Hope
1021485944	ucdt	Ruble
1024200969	ucdt	Volume Up
1025543771	ugdt	Bundle of Gauze
1026733787	ucdt	Parachute
1027616743	ugdt	Red and Black Military Backpack
1028318258	ucdt	Backspace
1028712380	ucdt	Command unsupported.
1029129209	ucdt	H1Z1 Adv.
1030182344	ucdt	9
1031359068	ucdt	Animal fat can be used to craft fuel.
1034223087	ucdt	Server 32 Description
1035836730	ucdt	Toggle Mouse Control
1037532895	ugdt	Trash
1040073274	ugdt	Grey and Yellow Backpack
1043433682	ucdt	Rent
1044202889	ucdt	We encountered an error trying to redeem your code. Please try again.
1044626660	ucdt	Aviator Cap
1044847707	ugdt	Corn
1047840462	ucdt	Root Category
1051870921	ucdt	Start Command Text
1052044200	ucdt	Left Bracket [{
1057200790	ucdt	PickupTruck Turbo
1062117951	ucdt	DELETE CARD
1062634021	ucdt	H
1062827995	ucdt	Error canceling order. Please try again later.
1065139361	ucdt	Turbocharger that fits the PickupTruck
1067103155	ucdt	Nail Bat SOE Live 2014
1067372677	ugdt	Small Shack
1067844042	ugdt	Satchel
1068477051	ucdt	The perfect blend of all your favorite veggies. The taste is great, the nutritional food value is excellent. Guaranteed Fresh!

[Replenishes a small amount of energy and hydration]
1071280728	ucdt	You have no space for that.
1071413712	ucdt	Bloody
1073769660	ucdt	This is trout and it is grilled.
1074183283	ucdt	<[[*key*]] Use Door>
1074195072	ucdt	Server 28 Description
1076900516	ucdt	Grat's Spicy Chili
1077177563	ucdt	Death
1080611277	ucdt	Fallen
1081267318	ucdt	You need a key to unlock the handcuffs.
1082397798	ucdt	Menu No. 9;

Meal Ready-To-Eat, Individual;

US Government Property; Commercial Resale Is Unlawful

[Replenishes a small amount of energy]
1082652331	ucdt	Tan Cap
1083467213	ucdt	Shotgun
1084801429	ugdt	Green Camo Pants
1085463044	ucdt	Large Shelter
1088036472	ucdt	OffRoader Headlights
1089526659	ucdt	Server 14 Description
1092651009	ucdt	Tin Can Grenade test
1093611529	ucdt	Well Rested
1094515204	ucdt	Voice Volume Mute
1094986404	ucdt	Basic Supplies
1095126782	ucdt	Hyperpheron
1096261383	ugdt	Fuel
1096988163	ucdt	This schematic can be used to create a new Hunting Rifle.
1097242697	ucdt	Server 1
1098727668	ucdt	Rot
1099630974	ugdt	Medium.Player.Structure.With.Decay
1099705519	ucdt	MEMBERSHIP BENEFITS
1101205923	ucdt	Tan Polo Shirt
1108444743	ucdt	Server 39
1108639127	ugdt	Black Beanie
1113816062	ucdt	Purified Water
1115059535	ucdt	Bowstring
1115257612	ugdt	Wooden Door
1115621256	ugdt	Bowstring
1118013975	ucdt	PACKET
1118019332	ucdt	ChatRegion
1123927380	ucdt	Chicken
1125408577	ucdt	This item is beyond repair, but can be dismantled for a wooden stick.
1126403520	ucdt	Duct Tape
1128089489	ucdt	Server 39 Description
1130255774	ucdt	Misty Peak Dam
1130480965	ucdt	Next Weapon
1130752051	ucdt	RP Land
1134476114	ucdt	Deleting Credit Card
1135803422	ucdt	The H1Z1 virus has reached critical levels! Soon you shall join the masses.
1141977978	ugdt	Skin: Gray Striped Shirt with Star
1143792265	ugdt	Deer Jerky
1144024232	ucdt	TRIAL AVAILABLE IN
1144582310	ucdt	A torn letter with a small key on a ribbon stapled to it.  The letter reads:  

Ara- 

The stash is in the cabin at Ruby Lake.  Don't touch my borscht. 

-Tess  

[Place this inside of the cache to unlock it's items.]
1145175363	ucdt	Damnation
1145899953	ucdt	ATTACK
1148802909	ucdt	Rotten Chicken
1153071309	ucdt	Series1 Crate Key
1153459134	ugdt	InvisibleTriangle
1153517071	ugdt	Gray Striped Shirt with Star
1155847759	ucdt	A tattered page with a key taped to it.  The page reads: 

